ACSSF,2011e5,ma,000,0012,0000072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSSF,2011e5,ma,000,0012,0000073,2088,439,262,237,25,186,7,0,7,69,69,0,177,177,0,177,0,0,0,1649,1287,1279,8,971,99,91,8,217,217,0,362,362,0,338,24,24,0,2088,167,8,8,0,0,159,159,0,164,93,69,24,0,71,71,0,1757,1448,1080,82,286,309,285,24,10299,9257,1042
ACSSF,2011e5,ma,000,0012,0000074,9561,3355,2570,2493,77,2225,151,134,17,194,194,0,785,785,0,738,47,47,0,6206,4193,4033,160,3269,604,534,70,320,320,0,2013,1976,37,1733,280,243,37,9561,527,74,8,56,10,453,361,92,1306,657,422,214,21,649,501,148,7728,6032,5064,485,483,1696,1609,87,43459,38890,4569
ACSSF,2011e5,ma,000,0012,0000075,1716,393,315,303,12,223,0,0,0,92,92,0,78,78,0,78,0,0,0,1323,1134,1103,31,1006,68,60,8,60,60,0,189,189,0,189,0,0,0,1716,65,49,0,0,49,16,16,0,199,154,146,8,0,45,45,0,1452,1246,1083,60,103,206,206,0,6336,5811,525
ACSSF,2011e5,ma,000,0012,0000076,6032,1654,1425,1415,10,990,125,125,0,310,310,0,229,229,0,229,0,0,0,4378,3286,3229,57,2725,206,171,35,355,355,0,1092,1071,21,995,97,97,0,6032,193,132,83,0,49,61,61,0,569,144,144,0,0,425,389,36,5270,4435,3488,331,616,835,774,61,33759,29300,4459
ACSSF,2011e5,ma,000,0012,0000077,1535,423,391,391,0,350,0,0,0,41,41,0,32,32,0,32,0,0,0,1112,1048,1048,0,947,41,41,0,60,60,0,64,64,0,64,0,0,0,1535,0,0,0,0,0,0,0,0,119,87,46,0,41,32,32,0,1416,1352,1251,41,60,64,64,0,7003,6641,362
ACSSF,2011e5,ma,000,0012,0000078,4803,1399,1253,1232,21,1058,89,89,0,106,106,0,146,146,0,117,29,29,0,3404,2687,2643,44,2363,80,48,32,244,244,0,717,717,0,625,92,92,0,4803,104,37,0,0,37,67,52,15,295,99,75,24,0,196,105,91,4404,3804,3346,145,313,600,585,15,23061,21538,1523
ACSSF,2011e5,ma,000,0012,0000079,2879,941,511,511,0,440,51,51,0,20,20,0,430,430,0,430,0,0,0,1938,1285,1278,7,970,110,110,0,205,205,0,653,653,0,537,116,116,0,2879,450,49,41,0,8,401,338,63,298,83,61,0,22,215,162,53,2131,1664,1308,161,195,467,467,0,15915,14922,993
ACSSF,2011e5,ma,000,0012,0000080,18088,6207,2690,2690,0,1882,424,424,0,384,384,0,3517,3405,112,2708,809,697,112,11881,5721,5419,302,3117,1787,1509,278,817,810,7,6160,6088,72,4772,1388,1316,72,18088,5924,1098,661,388,49,4826,3809,1017,4607,2037,862,746,429,2570,2060,510,7557,5276,3476,1077,723,2281,1611,670,89220,72192,17028
ACSSF,2011e5,ma,000,0012,0000081,1849,434,342,342,0,282,0,0,0,60,60,0,92,92,0,92,0,0,0,1415,1304,1304,0,944,95,95,0,265,265,0,111,111,0,111,0,0,0,1849,73,25,25,0,0,48,48,0,187,148,124,24,0,39,39,0,1589,1473,1077,71,325,116,116,0,8828,8268,560
